pinder_release,cohort,id,pdb_id,cluster_id,cluster_id_R,cluster_id_L,uniprot_R,uniprot_L,source_group,class_id,class_key,cv_fold
2024-02,Training500,6dkk__B1_P0DPI0--6dkk__A1_P0DPI0,6dkk,cluster_16905_16905,cluster_16905,cluster_16905,P0DPI0,P0DPI0,group3,4,ordinary_sampling_failure,0
2024-02,Training500,4oyu__B1_Q99PV3--4oyu__A1_Q99PV3,4oyu,cluster_17347_17347,cluster_17347,cluster_17347,Q99PV3,Q99PV3,group2,4,ordinary_sampling_failure,4
2024-02,Training500,1e5s__A1_O09345--1e5s__B2_O09345,1e5s,cluster_5052_5052,cluster_5052,cluster_5052,O09345,O09345,group2,4,ordinary_sampling_failure,1
2024-02,Training500,7k5n__A1_A0A3S5WQC2--7k5n__A2_A0A3S5WQC2,7k5n,cluster_17249_17249,cluster_17249,cluster_17249,A0A3S5WQC2,A0A3S5WQC2,group1,4,ordinary_sampling_failure,3
2024-02,Training500,4ndj__A1_U6GSR1--4ndj__A2_U6GSR1,4ndj,cluster_10044_10044,cluster_10044,cluster_10044,U6GSR1,U6GSR1,group3,4,ordinary_sampling_failure,2
2024-02,Training500,2z1b__A1_P10518--2z1b__A2_P10518,2z1b,cluster_4190_4190,cluster_4190,cluster_4190,P10518,P10518,group2,4,ordinary_sampling_failure,0
2024-02,Training500,1gmg__A1_P03051--1gmg__A2_P03051,1gmg,cluster_2555_2555,cluster_2555,cluster_2555,P03051,P03051,group3,4,ordinary_sampling_failure,4
2024-02,Training500,2yor__A1_B9W4V6--2yor__B1_B9W4V6,2yor,cluster_3997_3997,cluster_3997,cluster_3997,B9W4V6,B9W4V6,group2,4,ordinary_sampling_failure,1
2024-02,Training500,4wpd__A1_Q55080--4wpd__B1_Q55080,4wpd,cluster_10086_10086,cluster_10086,cluster_10086,Q55080,Q55080,group1,4,ordinary_sampling_failure,3
2024-02,Training500,4z86__A1_Q9KQ21--4z86__B1_Q9KQ21,4z86,cluster_7432_7432,cluster_7432,cluster_7432,Q9KQ21,Q9KQ21,group2,4,ordinary_sampling_failure,2
2024-02,Training500,6ki2__A1_Q55415--6ki2__B1_Q55415,6ki2,cluster_12993_12993,cluster_12993,cluster_12993,Q55415,Q55415,group3,4,ordinary_sampling_failure,0
2024-02,Training500,6iub__A1_O25759--6iub__B1_O25759,6iub,cluster_12790_12790,cluster_12790,cluster_12790,O25759,O25759,group2,4,ordinary_sampling_failure,4
2024-02,Training500,7o8c__A1_A7LY27--7o8c__B1_A7LY27,7o8c,cluster_12799_12799,cluster_12799,cluster_12799,A7LY27,A7LY27,group1,4,ordinary_sampling_failure,1
2024-02,Training500,7aex__A1_P52129--7aex__A2_P52129,7aex,cluster_5478_5478,cluster_5478,cluster_5478,P52129,P52129,group3,4,ordinary_sampling_failure,3
2024-02,Training500,4e6w__B1_A0A0H2V8D3--4e6w__A1_A0A0H2V8D3,4e6w,cluster_4424_4424,cluster_4424,cluster_4424,A0A0H2V8D3,A0A0H2V8D3,group1,4,ordinary_sampling_failure,2
2024-02,Training500,4cbv__D1_Q79CK7--4cbv__C1_Q79CK7,4cbv,cluster_22436_22436,cluster_22436,cluster_22436,Q79CK7,Q79CK7,group1,4,ordinary_sampling_failure,0
2024-02,Training500,4l9i__A1_P28327--4l9i__B1_P28327,4l9i,cluster_22077_22077,cluster_22077,cluster_22077,P28327,P28327,group2,4,ordinary_sampling_failure,4
2024-02,Training500,5d8e__A1_Q9BQ15--5d8e__D1_Q9BQ15,5d8e,cluster_16488_16488,cluster_16488,cluster_16488,Q9BQ15,Q9BQ15,group2,4,ordinary_sampling_failure,1
2024-02,Training500,3cwf__A1_P23545--3cwf__B1_P23545,3cwf,cluster_37619_37619,cluster_37619,cluster_37619,P23545,P23545,group3,4,ordinary_sampling_failure,3
2024-02,Training500,6em0__A1_O06647--6em0__A2_O06647,6em0,cluster_8922_8922,cluster_8922,cluster_8922,O06647,O06647,group2,4,ordinary_sampling_failure,2
2024-02,Training500,3jsb__A1_P14240--3jsb__A2_P14240,3jsb,cluster_13989_13989,cluster_13989,cluster_13989,P14240,P14240,group1,4,ordinary_sampling_failure,0
2024-02,Training500,2p09__A1_UNDEFINED--2p09__A2_UNDEFINED,2p09,cluster_18478_18478,cluster_18478,cluster_18478,UNDEFINED,UNDEFINED,group1,4,ordinary_sampling_failure,4
2024-02,Training500,7mku__A1_Q8VYI3--7mku__B1_Q8VYI3,7mku,cluster_5434_5434,cluster_5434,cluster_5434,Q8VYI3,Q8VYI3,group2,4,ordinary_sampling_failure,1
2024-02,Training500,6pqn__A1_B0F0C5--6pqn__B1_B0F0C5,6pqn,cluster_19217_19217,cluster_19217,cluster_19217,B0F0C5,B0F0C5,group3,4,ordinary_sampling_failure,3
2024-02,Training500,4qc9__A1_P04303--4qc9__D1_P04303,4qc9,cluster_7852_7852,cluster_7852,cluster_7852,P04303,P04303,group3,4,ordinary_sampling_failure,2
2024-02,Training500,3m7p__A1_P02751--3m7p__A2_P02751,3m7p,cluster_37315_37315,cluster_37315,cluster_37315,P02751,P02751,group1,4,ordinary_sampling_failure,0
2024-02,Training500,7fds__B1_P9WK61--7fds__A1_P9WK61,7fds,cluster_24806_24806,cluster_24806,cluster_24806,P9WK61,P9WK61,group2,4,ordinary_sampling_failure,4
2024-02,Training500,3co5__A1_Q5F5Q1--3co5__B1_Q5F5Q1,3co5,cluster_33235_33235,cluster_33235,cluster_33235,Q5F5Q1,Q5F5Q1,group3,4,ordinary_sampling_failure,1
2024-02,Training500,6pal__A1_A0A412SRH5--6pal__B1_A0A412SRH5,6pal,cluster_30415_30415,cluster_30415,cluster_30415,A0A412SRH5,A0A412SRH5,group2,4,ordinary_sampling_failure,3
2024-02,Training500,4upd__A1_Q2TFW1--4upd__B1_Q2TFW1,4upd,cluster_6712_6712,cluster_6712,cluster_6712,Q2TFW1,Q2TFW1,group1,4,ordinary_sampling_failure,2
2024-02,Training500,6k8i__B1_Q96524--6k8i__A1_Q96524,6k8i,cluster_6924_6924,cluster_6924,cluster_6924,Q96524,Q96524,group3,4,ordinary_sampling_failure,0
2024-02,Training500,6t6q__A1_A0A0F7VBC6--6t6q__B1_A0A0F7VBC6,6t6q,cluster_6912_6912,cluster_6912,cluster_6912,A0A0F7VBC6,A0A0F7VBC6,group3,4,ordinary_sampling_failure,4
2024-02,Training500,4lp7__C1_Q91F56--4lp7__A1_Q91F56,4lp7,cluster_31323_31323,cluster_31323,cluster_31323,Q91F56,Q91F56,group1,4,ordinary_sampling_failure,1
2024-02,Training500,5xpz__A1_Q8CIB5--5xpz__B1_Q8CIB5,5xpz,cluster_17254_17254,cluster_17254,cluster_17254,Q8CIB5,Q8CIB5,group2,4,ordinary_sampling_failure,3
2024-02,Training500,6htj__A1_Q97VU8--6htj__B1_Q97VU8,6htj,cluster_2769_2769,cluster_2769,cluster_2769,Q97VU8,Q97VU8,group2,4,ordinary_sampling_failure,2
2024-02,Training500,1evx__A1_Q94702--1evx__B1_Q94702,1evx,cluster_7962_7962,cluster_7962,cluster_7962,Q94702,Q94702,group3,4,ordinary_sampling_failure,0
2024-02,Training500,4af9__A1_Q6VBJ0--4af9__A2_Q6VBJ0,4af9,cluster_3314_3314,cluster_3314,cluster_3314,Q6VBJ0,Q6VBJ0,group2,4,ordinary_sampling_failure,4
2024-02,Training500,1r5p__B1_Q8YT41--1r5p__A1_Q8YT41,1r5p,cluster_5143_5143,cluster_5143,cluster_5143,Q8YT41,Q8YT41,group2,4,ordinary_sampling_failure,1
2024-02,Training500,5u4o__A1_A0A6H3AI29--5u4o__A2_A0A6H3AI29,5u4o,cluster_18833_18833,cluster_18833,cluster_18833,A0A6H3AI29,A0A6H3AI29,group1,4,ordinary_sampling_failure,3
2024-02,Training500,7rwk__A1_V4NUN3--7rwk__B1_V4NUN3,7rwk,cluster_96_96,cluster_96,cluster_96,V4NUN3,V4NUN3,group2,4,ordinary_sampling_failure,2
2024-02,Training500,1cdd__A1_P08179--1cdd__B1_P08179,1cdd,cluster_5416_5416,cluster_5416,cluster_5416,P08179,P08179,group1,4,ordinary_sampling_failure,0
2024-02,Training500,1z77__A1_Q9X0C0--1z77__A2_Q9X0C0,1z77,cluster_7390_7390,cluster_7390,cluster_7390,Q9X0C0,Q9X0C0,group3,4,ordinary_sampling_failure,4
2024-02,Training500,5cs3__A1_P14210--5cs3__B1_P14210,5cs3,cluster_6659_6659,cluster_6659,cluster_6659,P14210,P14210,group3,4,ordinary_sampling_failure,1
2024-02,Training500,5zyo__A1_P0A8I8--5zyo__C1_P0A8I8,5zyo,cluster_681_681,cluster_681,cluster_681,P0A8I8,P0A8I8,group3,4,ordinary_sampling_failure,3
2024-02,Training500,3dal__A1_O75626--3dal__B2_O75626,3dal,cluster_21742_21742,cluster_21742,cluster_21742,O75626,O75626,group2,4,ordinary_sampling_failure,2
2024-02,Training500,1qf8__A1_P67870--1qf8__B1_P67870,1qf8,cluster_9795_9795,cluster_9795,cluster_9795,P67870,P67870,group2,4,ordinary_sampling_failure,0
2024-02,Training500,3f7c__A1_A1TZ69--3f7c__A2_A1TZ69,3f7c,cluster_9262_9262,cluster_9262,cluster_9262,A1TZ69,A1TZ69,group3,4,ordinary_sampling_failure,4
2024-02,Training500,5wat__A2_P07128--5wat__B1_P07128,5wat,cluster_8165_8165,cluster_8165,cluster_8165,P07128,P07128,group1,5,high_confidence_stable_wrong,3
2024-02,Training500,2y6b__A1_Q43758--2y6b__A2_Q43758,2y6b,cluster_1918_1918,cluster_1918,cluster_1918,Q43758,Q43758,group2,5,high_confidence_stable_wrong,1
